,AA,AA,AA,AA,AA,AAL,AAL,AAL,AAL,AAL,AAPL,AAPL,AAPL,AAPL,AAPL,AIG,AIG,AIG,AIG,AIG,AMAT,AMAT,AMAT,AMAT,AMAT,AMC,AMC,AMC,AMC,AMC,AMD,AMD,AMD,AMD,AMD,AMGN,AMGN,AMGN,AMGN,AMGN,AMZN,AMZN,AMZN,AMZN,AMZN,APA,APA,APA,APA,APA,BA,BA,BA,BA,BA,BABA,BABA,BABA,BABA,BABA,BAC,BAC,BAC,BAC,BAC,BBY,BBY,BBY,BBY,BBY,BIDU,BIDU,BIDU,BIDU,BIDU,BP,BP,BP,BP,BP,C,C,C,C,C,CAT,CAT,CAT,CAT,CAT,CMG,CMG,CMG,CMG,CMG,AA,AA,AAL,AAL,AAPL,AAPL,AIG,AIG,AMAT,AMAT,AMC,AMC,AMD,AMD,AMGN,AMGN,AMZN,AMZN,APA,APA,BA,BA,BABA,BABA,BAC,BAC,BBY,BBY,BIDU,BIDU,BP,BP,C,C,CAT,CAT,CMG,CMG
2021-09-07 10:34:00-04:00,,,,,,,,,,,,,,,,55.33,55.33,55.33,55.33,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.39,19.39,19.39,19.39,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.38,1910.38,1910.38,1910.38,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:35:00-04:00,,,,,,,,,,,,,,,,55.27,55.27,55.27,55.27,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.38,19.38,19.38,19.38,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.22,208.22,208.22,208.22,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:36:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.61,3511.61,3511.61,3511.61,158.0,19.37,19.37,19.37,19.37,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4,208.435,208.4,208.435,200.0,1907.72,1907.72,1906.91,1906.91,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:37:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514.25,3515.12,3514.25,3514.955,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:38:00-04:00,,,,,,,,,,,,,,,,55.35,55.36,55.35,55.36,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.59,208.59,208.37,208.37,212.0,1908.91,1908.91,1908.91,1908.91,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:39:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.265,3515.265,3514.745,3514.745,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:40:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.59,3516.59,3516.59,3516.59,314.0,19.43,19.43,19.43,19.43,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:41:00-04:00,,,,,,,,,,,,,,,,55.225,55.225,55.225,55.225,299.0,,,,,,,,,,,,,,,,,,,,,3516.53,3516.53,3516.53,3516.53,288.0,19.41,19.41,19.41,19.41,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.25,208.25,208.25,208.25,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:42:00-04:00,,,,,,,,,,,,,,,,55.27,55.27,55.27,55.27,246.0,,,,,,,,,,,,,,,,,,,,,3515.24,3515.24,3515.0,3515.0,335.0,19.42,19.42,19.41,19.41,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:43:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.29,208.34,208.285,208.33,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:44:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514.605,3514.605,3514.605,3514.605,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.35,208.35,208.35,208.35,288.0,1905.74,1905.74,1905.68,1905.68,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:45:00-04:00,,,,,,,,,,,,,,,,55.27,55.27,55.27,55.27,326.0,,,,,,,,,,,,,,,,,,,,,3513.325,3513.325,3513.325,3513.325,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.38,208.38,208.37,208.37,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:46:00-04:00,,,,,,,,,,,,,,,,55.245,55.245,55.245,55.245,234.0,,,,,,,,,,,,,,,,,,,,,3513.16,3513.16,3513.16,3513.16,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.91,1905.91,1905.365,1905.365,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:47:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,19.4,19.4,19.4,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.38,208.38,208.38,208.38,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:48:00-04:00,,,,,,,,,,,,,,,,55.29,55.29,55.24,55.24,907.0,,,,,,,,,,,,,,,,,,,,,3515.21,3515.21,3515.21,3515.21,132.0,19.415,19.415,19.415,19.415,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903.285,1904.125,1903.215,1904.125,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:49:00-04:00,,,,,,,,,,,,,,,,55.23,55.23,55.23,55.23,170.0,,,,,,,,,,,,,,,,,,,,,3516.48,3517.26,3516.48,3517.26,274.0,19.39,19.39,19.38,19.38,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.27,208.27,208.27,208.27,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:50:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.16,3520.16,3520.13,3520.13,377.0,19.375,19.375,19.375,19.375,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.29,208.29,208.285,208.285,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:51:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.395,19.415,19.395,19.41,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:52:00-04:00,,,,,,,,,,,,,,,,55.185,55.185,55.185,55.185,160.0,,,,,,,,,,,,,,,,,,,,,3519.1,3519.1,3519.1,3519.1,168.0,19.43,19.43,19.43,19.43,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:53:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.43,3516.43,3515.24,3515.24,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:54:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514.25,3514.25,3513.37,3513.465,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:55:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513.325,3513.325,3512.465,3512.465,620.0,19.405,19.425,19.405,19.425,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.15,208.15,208.15,208.15,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:56:00-04:00,,,,,,,,,,,,,,,,55.21,55.21,55.21,55.21,226.0,,,,,,,,,,,,,,,,,,,,,3513.48,3513.48,3509.905,3509.905,338.0,19.425,19.45,19.425,19.45,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.22,208.22,208.22,208.22,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:57:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.66,3512.42,3510.66,3512.42,427.0,19.45,19.45,19.45,19.45,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.63,208.63,208.63,208.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:58:00-04:00,,,,,,,,,,,,,,,,55.225,55.225,55.225,55.225,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.465,19.465,19.465,19.465,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.52,208.52,208.52,208.52,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 10:59:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.65,3510.65,3510.65,3510.65,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.5,208.5,208.5,208.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,19.4,19.4,19.4,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.48,208.48,208.48,208.48,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:01:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.22,3510.22,3510.22,3510.22,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:02:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510.275,3510.275,3510.275,3510.275,281.0,19.41,19.41,19.41,19.41,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:03:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.875,3512.735,3511.875,3512.735,438.0,19.365,19.365,19.365,19.365,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:04:00-04:00,,,,,,,,,,,,,,,,55.17,55.17,55.17,55.17,250.0,,,,,,,,,,,,,,,,,,,,,3514.09,3515.27,3514.09,3515.27,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:05:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.95,3516.25,3515.82,3516.085,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:06:00-04:00,,,,,,,,,,,,,,,,55.17,55.17,55.17,55.17,447.0,,,,,,,,,,,,,,,,,,,,,3515.63,3515.63,3515.63,3515.63,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.57,1909.57,1909.57,1909.57,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:07:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.515,3515.515,3515.515,3515.515,274.0,19.36,19.385,19.36,19.385,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.965,1908.965,1908.965,1908.965,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:08:00-04:00,,,,,,,,,,,,,,,,55.21,55.21,55.18,55.18,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.97,1908.97,1908.97,1908.97,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:09:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.06,3511.06,3510.0,3510.0,399.0,19.34,19.34,19.34,19.34,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:10:00-04:00,,,,,,,,,,,,,,,,55.11,55.11,55.11,55.11,280.0,,,,,,,,,,,,,,,,,,,,,3509.81,3511.0,3509.245,3509.265,2165.0,19.345,19.345,19.345,19.345,310.0,,,,,,,,,,,,,,,,113.09,113.09,113.09,113.09,115.0,,,,,,24.635,24.635,24.63,24.63,470.0,,,,,,208.025,208.025,208.025,208.025,162.0,1909.93,1910.425,1909.93,1910.425,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:11:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509.22,3509.7,3509.22,3509.7,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62,24.635,24.62,24.62,1077.0,,,,,,,,,,,1909.46,1909.46,1909.46,1909.46,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:12:00-04:00,,,,,,,,,,,,,,,,55.09,55.09,55.09,55.09,179.0,,,,,,,,,,,,,,,,,,,,,3509.555,3509.555,3509.37,3509.37,343.0,,,,,,,,,,,,,,,,,,,,,113.03,113.03,113.02,113.02,301.0,,,,,,24.62,24.625,24.62,24.625,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:13:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.88,3508.88,3507.865,3507.865,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,24.65,24.64,24.65,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:14:00-04:00,,,,,,,,,,,,,,,,55.12,55.135,55.12,55.135,332.0,,,,,,,,,,,,,,,,,,,,,3506.96,3507.555,3506.725,3506.725,1379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.35,208.35,208.35,208.35,102.0,1911.13,1911.13,1906.94,1906.94,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:15:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506.57,3507.43,3505.585,3505.585,1150.0,19.39,19.39,19.38,19.38,203.0,,,,,,,,,,,,,,,,113.0,113.0,113.0,113.0,291.0,,,,,,24.645,24.645,24.645,24.645,100.0,,,,,,208.21,208.21,208.21,208.21,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:16:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506.82,3506.82,3506.82,3506.82,349.0,,,,,,,,,,,,,,,,,,,,,113.07,113.07,112.95,112.95,800.0,,,,,,24.63,24.63,24.63,24.63,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:17:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.01,113.02,112.965,112.965,402.0,,,,,,,,,,,,,,,,,,,,,1907.065,1907.065,1907.065,1907.065,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:18:00-04:00,,,,,,,,,,,,,,,,55.11,55.11,55.11,55.11,199.0,,,,,,,,,,,,,,,,,,,,,3509.935,3509.935,3509.935,3509.935,118.0,,,,,,,,,,,,,,,,,,,,,112.95,112.95,112.95,112.95,100.0,,,,,,,,,,,,,,,,208.04,208.04,208.04,208.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:19:00-04:00,,,,,,,,,,,,,,,,55.15,55.15,55.12,55.12,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.405,19.405,19.405,19.405,300.0,,,,,,,,,,,,,,,,113.02,113.06,113.02,113.06,206.0,,,,,,24.645,24.645,24.645,24.645,281.0,,,,,,,,,,,1908.45,1909.37,1908.45,1909.32,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:20:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,24.64,24.64,24.64,500.0,,,,,,207.95,207.95,207.95,207.95,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:21:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511.995,3511.995,3511.995,3511.995,283.0,19.365,19.365,19.365,19.365,146.0,,,,,,,,,,,,,,,,112.98,112.98,112.98,112.98,103.0,,,,,,24.645,24.655,24.645,24.655,581.0,,,,,,,,,,,1907.85,1907.85,1907.85,1907.85,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:22:00-04:00,,,,,,,,,,,,,,,,55.11,55.11,55.11,55.11,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.375,19.375,19.375,19.375,123.0,,,,,,,,,,,,,,,,112.91,112.91,112.91,112.91,411.0,,,,,,24.66,24.66,24.66,24.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:23:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,19.4,19.4,19.4,123.0,,,,,,,,,,,,,,,,112.97,112.97,112.88,112.96,797.0,,,,,,24.66,24.66,24.66,24.66,501.0,,,,,,,,,,,1908.72,1908.72,1908.69,1908.69,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:24:00-04:00,,,,,,,,,,,,,,,,55.16,55.16,55.155,55.16,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.99,112.99,112.97,112.97,302.0,,,,,,24.66,24.66,24.66,24.66,519.0,,,,,,208.06,208.06,208.06,208.06,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:25:00-04:00,,,,,,,,,,,,,,,,55.145,55.145,55.14,55.14,740.0,,,,,,,,,,,,,,,,,,,,,3509.045,3509.195,3509.045,3509.195,249.0,19.42,19.42,19.42,19.42,106.0,,,,,,,,,,,,,,,,112.99,112.99,112.84,112.84,397.0,,,,,,24.68,24.68,24.68,24.68,400.0,,,,,,208.15,208.15,208.15,208.15,210.0,1907.31,1907.68,1907.31,1907.46,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:26:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.485,3508.74,3508.485,3508.74,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.69,24.7,24.69,24.7,800.0,,,,,,208.245,208.245,208.185,208.185,669.0,1907.47,1907.47,1907.47,1907.47,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:27:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.79,3508.79,3508.19,3508.19,456.0,19.43,19.44,19.43,19.44,210.0,,,,,,,,,,,,,,,,112.81,112.81,112.81,112.81,250.0,,,,,,24.7,24.7,24.7,24.7,101.0,,,,,,,,,,,1907.39,1907.39,1907.28,1907.28,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:28:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.83,112.83,112.82,112.82,501.0,,,,,,24.7,24.71,24.7,24.71,1079.0,,,,,,208.165,208.185,208.165,208.185,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:29:00-04:00,,,,,,,,,,,,,,,,55.195,55.2,55.185,55.2,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.43,19.43,19.43,19.43,100.0,,,,,,,,,,,,,,,,112.79,112.79,112.79,112.79,100.0,,,,,,24.705,24.705,24.685,24.685,374.0,,,,,,208.24,208.24,208.145,208.22,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:30:00-04:00,,,,,,,,,,,,,,,,55.155,55.205,55.155,55.195,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.69,24.69,24.69,24.69,230.0,,,,,,208.18,208.18,208.18,208.18,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:31:00-04:00,,,,,,19.365,19.375,19.365,19.375,1019.0,,,,,,55.175,55.215,55.175,55.215,1040.0,,,,,,,,,,,,,,,,,,,,,3512.71,3512.71,3512.71,3512.71,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.695,24.695,24.695,24.695,512.0,,,,,,208.35,208.365,208.35,208.365,300.0,1908.195,1909.92,1908.195,1909.62,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:32:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98,112.98,112.95,112.95,301.0,,,,,,,,,,,,,,,,208.27,208.27,208.27,208.27,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:33:00-04:00,,,,,,19.4,19.4,19.4,19.4,130.0,,,,,,55.22,55.22,55.22,55.22,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.445,19.445,19.445,19.445,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.68,24.685,24.68,24.685,300.0,,,,,,208.295,208.35,208.29,208.35,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:34:00-04:00,,,,,,19.395,19.4,19.395,19.395,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,19.44,19.44,19.44,106.0,,,,,,,,,,,,,,,,112.94,112.94,112.94,112.94,101.0,,,,,,24.665,24.665,24.655,24.655,500.0,,,,,,208.31,208.64,208.275,208.64,1653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:35:00-04:00,,,,,,19.4,19.4,19.395,19.395,200.0,,,,,,55.2,55.2,55.2,55.2,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.96,112.96,112.96,112.96,100.0,,,,,,24.665,24.675,24.665,24.675,510.0,,,,,,208.69,208.69,208.69,208.69,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:36:00-04:00,,,,,,19.415,19.415,19.415,19.415,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.35,3515.35,3515.35,3515.35,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.675,24.675,24.67,24.67,700.0,,,,,,208.65,208.65,208.65,208.65,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:37:00-04:00,,,,,,19.43,19.43,19.43,19.43,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.445,19.445,19.445,19.445,352.0,,,,,,,,,,,,,,,,112.77,112.78,112.715,112.775,1629.0,,,,,,24.66,24.66,24.655,24.655,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:38:00-04:00,,,,,,19.435,19.435,19.435,19.435,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,220.555,220.7,220.555,220.7,248.0,3516.98,3516.98,3516.77,3516.77,329.0,19.43,19.43,19.43,19.43,101.0,,,,,,,,,,,,,,,,112.945,112.945,112.935,112.935,756.0,,,,,,24.65,24.65,24.65,24.65,420.0,,,,,,208.66,208.69,208.66,208.69,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 11:39:00-04:00,,,,,,,,,,,,,,,,55.2,55.2,55.2,55.2,371.0,,,,,,,,,,,,,,,,220.78,220.89,220.78,220.89,417.0,,,,,,19.42,19.42,19.42,19.42,100.0,,,,,,,,,,,,,,,,112.89,112.925,112.89,112.925,303.0,,,,,,24.64,24.64,24.64,24.64,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
